Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Gnai3	628.978077893571	0.464955298972541	0.181392229616293	2.56325918676936	0.0103694606760875	0.0432107709972853
Cdc45	45.3649911534276	-0.138373583265037	0.39775993828894	-0.347882151883582	0.727928689799761	0.840558245217888
H19	19.8179596095889	0.00762866668904589	0.548822959740635	0.0139000501958793	0.988909721683498	0.994223680925061
Scml2	13.796287383031	0.856871980657828	0.741887126279672	1.15498968819525	0.24809464923742	0.430144119511132
Apoh	9.63608275260908	-0.184635997860143	0.841953533413549	-0.219294759785103	0.826420443649933	NA
Narf	761.570625236693	0.718797404158839	0.144889959668779	4.96098836525336	7.01353932481618e-07	2.04335528763521e-05
Cav2	312.855353097682	0.151940695906182	0.226396106387029	0.671127690007337	0.502139188475679	0.673977229972243
Klf6	514.258205485379	0.0519486464621176	0.193365524182547	0.268655163228971	0.788195058135201	0.879814117965154
Scmh1	595.365885517783	0.247098480360944	0.164048334537331	1.50625412356572	0.132001950162305	0.281021511447673
Cox5a	3416.86641047134	-0.97611070571885	0.204762065849938	-4.76704853346324	1.86944288971081e-06	4.48099795685227e-05
Tbx2	23.4855111926425	-0.286393035413887	0.52340831537234	-0.54716944114683	0.58426232852399	0.739975185113243
Tbx4	1.12577235037072	-0.560782473109914	2.35175902986823	-0.238452352467989	0.811530266770272	NA
Ngfr	96.0794904359707	0.420380918580231	0.295230267236644	1.42390860705102	0.154472929949597	0.313102082229677
Wnt3	169.331819358575	0.102253057426014	0.284640924786708	0.359235262823277	0.719419098918629	0.834644334474385
Wnt9a	89.6650009714737	-0.957658110098526	1.0034606622627	-0.954355408351642	0.339903769835647	0.528864715722076
Fer	162.116047089523	0.346661447289857	0.240390674446877	1.44207527221055	0.149281140042494	0.305910315475681
Xpo6	1215.00860593578	0.49919476686757	0.167827766153134	2.97444682909072	0.00293517319270591	0.0164311535416162
Tfe3	615.227292533613	0.0351123378093588	0.166242591313141	0.211211444263522	0.832722280958965	0.907214825753793
Axin2	232.690255652841	0.566271227286021	0.2127710965053	2.66141048566676	0.0077814028229989	0.0346765613126317
Brat1	239.360102789598	0.49468257190524	0.218127652486459	2.26785813841713	0.0233378545143552	0.0802148855276544
Gna12	1445.02078263696	0.204593636052112	0.184265395458596	1.11032044591402	0.266860965667918	0.452006475039236
Slc22a18	21.7781885122579	-0.524095513620417	0.53129424444021	-0.986450576314113	0.323912056883105	0.512673605335634
Itgb2l	2.72102893717958	-1.14184917246871	1.70240630465891	-0.670726588208618	0.50239472166173	NA
Igsf5	6.61030889143316	-0.538671752302269	1.01410294926989	-0.531180540092195	0.595293676704292	NA
Pih1d2	24.692462150951	-0.874575543001631	0.501323145093575	-1.7445345413653	0.0810659237645678	0.199109286439289
Dlat	2079.88871178001	-0.00364024961473938	0.145349086379713	-0.0250448744151684	0.980019170213766	0.989666527523039
Sdhd	1953.8138203732	-0.344250371423821	0.173673816747322	-1.98216621175932	0.0474606409649657	0.135138110163023
Fgf23	5.29101049017645	-0.489437896023246	1.01393536931369	-0.48271113804279	0.629300853685618	NA
Ccnd2	275.274064339917	0.380818983027729	0.586069918948862	0.649784216379408	0.51583161567632	0.685176839630511
Gpr107	933.388943683582	0.034815453534859	0.144049263375813	0.241691298649882	0.809019372383373	0.893326339855166
Nalcn	1500.20129052606	0.347164412570302	0.155718390638433	2.22943745531247	0.0257848124373399	0.0865695527925969
Btbd17	509.500599141604	-0.169057061653823	0.189347481154478	-0.892840298814957	0.371942702044929	0.559434640269137
Slfn4	24.0955439338085	-1.94036263618818	1.30822103647064	-1.48320702854843	0.138019414392401	0.289711113752364
Th	823.912181124349	1.66637437408507	0.225027956344086	7.40518823153267	1.30964572082187e-13	5.17964882585049e-11
Ins2	4.69387622428014	-1.62674819873329	1.24101038479694	-1.31082561327596	0.1899166869837	NA
Scnn1g	14.2104570571637	1.12505967205472	0.729003235828296	1.54328488100115	0.122761670309121	0.267553730805618
Drp2	575.027341734033	0.209367164668241	0.205227440910633	1.02017139491308	0.307647181430205	0.496326576608795
Tspan32	4.12226710246042	-1.26585116061615	1.14757250147225	-1.10306857213131	0.269997387668643	NA
Lhx2	319.272155375654	-0.52286051208705	0.634474949279445	-0.824083776169331	0.409891957867858	0.59593142203632
Clec2g	1.37746436392539	0.575594128956946	2.26487116793417	0.254139898598274	0.799387480364222	NA
Gmpr	772.099484593587	-0.594069510665388	0.171708501184428	-3.45975596180478	0.000540665145677887	0.00436171473973695
Glra1	83.9151449765387	0.521293281390074	0.450414951259578	1.15736229432945	0.247124372303524	0.429144628961772
Mid2	442.583271652254	0.473456898987417	0.202923531055031	2.33317889022452	0.0196387582969869	0.0708364495106286
Trim25	100.780463364517	-0.0734380847040329	0.265844000471657	-0.276245033078572	0.782359870973491	0.876677515143832
Dgke	1167.34215930452	0.261647356623639	0.179142682730349	1.46055285449464	0.144138192541879	0.298511845558909
Scpep1	244.781397664221	0.107305076040571	0.220521507248232	0.486596873835901	0.626544039389637	0.770277176184648
Mnt	445.687647820599	0.313764061725487	0.246831328702438	1.27116789985658	0.203668923718881	0.377597840528853
Itgb2	118.536779709601	0.142544753981135	0.305394994936333	0.466755370404326	0.640674909661471	0.780552720126644
Hddc2	252.648460318185	-1.19980417203465	0.24835930427653	-4.83092097366626	1.35902941974083e-06	3.50160348864818e-05
Tpd52l1	260.308065524782	-0.532194771231908	0.235267111264566	-2.26208741362679	0.0236920030811138	0.0811622972592509
Pemt	43.12274555661	-0.512551545005425	0.433977632422783	-1.18105521278593	0.237580790353467	0.418078765672064
Cdh1	82.9656733375204	-0.0997310235452168	0.276044509432399	-0.361286025033728	0.71788563961943	0.83368301532027
Cdh4	365.889645572375	0.417527403588434	0.218378878200251	1.91194041763309	0.0558838367709406	0.152270461198119
Ckmt1	4249.36726290103	-0.343715602661421	0.169841683954544	-2.02374113738423	0.042996793511804	0.125918043938678
Bcl6b	28.4901977704844	-0.516498226115261	0.478279446868268	-1.0799088890339	0.280182754524456	0.466705111508824
Clec10a	25.2415169904559	-0.567946979952166	0.624942526748882	-0.908798738512449	0.363456372600427	0.550702022271694
Alox12	19.8283779550685	0.603325573331543	0.560742110770215	1.07594126023964	0.281953527490983	0.468392817904793
Arvcf	656.450771594888	0.241617673323933	0.167546415559428	1.44209395657428	0.149275869719552	0.305910315475681
Comt	930.632235001519	-0.35198985199383	0.167442877769724	-2.10214884432352	0.035540239329582	0.109621093038407
Rtca	1134.35250833948	-0.520456520577465	0.157107869027997	-3.31273362561311	0.00092388927256326	0.00665267559943139
Dbt	275.072220617331	-0.225222716525358	0.219893326298287	-1.02423625271757	0.30572369937967	0.494534654824783
Dazap2	2819.36622953272	0.0470820489540624	0.14158162435338	0.332543500394856	0.739478898190832	0.847905788894612
Mcts1	752.198192012131	-0.632539551987948	0.184210516185773	-3.43378632819227	0.000595213191921202	0.00470108472101518
Rem1	8.06489500251371	-0.343501429961471	0.819409621327927	-0.419206000296648	0.675065587269022	NA
Rnf17	17.1814359515854	0.141926548326693	0.658986098154167	0.215371081004944	0.829478014971565	0.905738693874252
Trappc10	1239.27977313189	0.609028868743112	0.182123864483252	3.34403660097558	0.000825688432979614	0.00608118762092062
Ccm2	830.326763846278	-0.34941619816988	0.192885900284532	-1.81151757414329	0.0700607711781355	0.179144176723248
Tbrg4	495.296922018297	0.0825995460762288	0.163396397204125	0.505516324041345	0.613196235980942	0.76054601750047
Tmprss2	5.83569536839367	-0.469573332266676	0.963925340381108	-0.487146994269308	0.626154165346073	NA
Mx1	6.39693546372817	0.626861765428265	0.927770248901496	0.675664870877769	0.499253444428037	NA
Fap	34.5075453423729	-0.484357734174586	0.429439423771437	-1.12788371854834	0.25936903076667	0.443159959685573
Gcg	2.04770354262626	4.91420706522152	2.35681442561404	2.0851056459149	0.0370597118931542	NA
Ndufa9	2790.41026181302	-0.698212686823792	0.146855499394222	-4.75441975073399	1.99017171693788e-06	4.72740488918276e-05
Egfl6	15.7312509733719	0.595393057589588	0.600363720766733	0.991720580366187	0.321333848808138	0.510235564768777
Lck	21.4434990517473	-0.698186189170184	0.631493434581189	-1.1056111606817	0.268894857036018	0.454381183327259
Tssk3	1.1099687780908	-0.500318296498923	2.65975220508761	-0.188107108452399	0.850792688831279	NA
Cttnbp2	965.65315357119	0.779530185957632	0.185449153036928	4.20347126526054	2.6285253383689e-05	0.000393036586512249
Galnt1	1053.89093711927	0.184528873474362	0.143909994012298	1.28225197103819	0.199754270329177	0.372753344357627
Myf5	0.131458796360444	-1.4962418201261	4.55015446547236	-0.328833192692672	0.742281772856938	NA
Mkrn2	468.569425459537	0.206060575377675	0.168232171538623	1.22485832224051	0.220628605948519	0.39900591240391
Pparg	77.6039382925238	0.631223931077822	0.306327940031214	2.06061494427672	0.0393397898927098	0.117915020102817
Raf1	561.121182837449	0.980128882144474	0.226179855146545	4.33340485389132	1.46820750080119e-05	0.000242960697308315
Septin1	77.3592083727177	-0.713010460996939	0.337222882916245	-2.11435966275761	0.0344845601150696	0.107179909827191
Pdgfb	206.496697842964	0.140437144811712	0.366658740604454	0.383018674476968	0.701705917773694	0.822953360244348
Acvrl1	84.3821906864611	-0.183998110075028	0.363463786102606	-0.50623505589931	0.612691648172444	0.760218186202986
Grasp	313.240685068907	-0.029918820136464	0.755092389206636	-0.0396227277140208	0.968393907569443	0.983155914141372
Acvr1b	1593.37953846648	0.211255841249898	0.171439827269796	1.23224483256999	0.21785764070105	0.395377753342962
Tom1l2	4592.00741147671	0.304101116817772	0.157835250321812	1.92669962000083	0.054017075261542	0.148436708465797
Zfp385a	2054.19120119017	0.23676849674896	0.148359830873925	1.59590702789466	0.110509552224612	0.248933663134468
Itga5	33.1613474362065	0.173194367920779	0.44838470203545	0.386262883489469	0.699301986149062	0.82099869542695
Gabra2	473.111401026304	0.0405128755847122	0.21410890439322	0.189216210785464	0.849923362790912	0.918428114709852
Wdr77	901.407672614539	-0.339714933818437	0.154212512460149	-2.20290123284402	0.0276017107202913	0.0910275304554949
Adora3	15.3622780420337	-1.1713527832951	0.665968566401553	-1.75887097738607	0.0785994257105696	0.194592005436809
Atp5pb	6844.56994152179	-0.650562244634238	0.169699086268428	-3.83362255472127	0.000126269845649421	0.00138050377206209
Sox9	664.667493610514	-0.474140404585695	0.174358597432512	-2.71934055198637	0.00654122233945038	0.0302756399678481
Hnrnpd	2872.13578317566	-0.200492747181581	0.150782493087169	-1.32968186874104	0.183623111182973	0.352624134366914
