GeneID	GeneSymbol	Type	LFC	FDR
100039441	Gm2237	mRNA	-1.40245263297947	1.582698588446E-4
100039863	Gm13306	mRNA	1.81158894178473	1.73234374683438E-7
100041579	Gm20878	mRNA	4.64860434892065	8.600296265097E-4
100041678	Gm3500	mRNA	-1.27656272883449	1.25727077192986E-5
100042555	Gm13305	mRNA	3.52959573386702	1.819877248494E-4
100534287	Dchs2	mRNA	-1.01675818629642	4.15294760178355E-9
100861969	LOC100861969	mRNA	3.52959573386702	1.819877248494E-4
101488212	Evi2	mRNA	-6.60124816230477	7.84288218427242E-12
102443351	Xntrpc	mRNA	-5.54611459117469	2.73406476716431E-6
102637020	Gm33933	mRNA	-1.84001665580798	4.44204675468853E-5
102639653	Gm2007	mRNA	-1.00001827955514	1.5828456942776E-18
103551	Epop	mRNA	1.06970706881504	1.7267067052177E-153
105245236	Gm19802	mRNA	-4.77968546712853	5.422599736249E-4
107585	Dio3	mRNA	1.13207002008549	6.1022460008E-4
107586	Ovol2	mRNA	1.14414285238607	8.20810622074104E-9
108043	Chrnb3	mRNA	-1.55297480841712	5.847289676439911E-10
108168756	Gm46741	mRNA	-1.77096825002742	6.798831965483E-4
109052	Krt75	mRNA	-5.37043032044369	1.15726437539793E-5
110304	Glra3	mRNA	-1.30415710102452	8.05454417069122E-41
11440	Chrna6	mRNA	-2.63346472627748	1.04192124399179E-23
115487436	Gm51792	mRNA	1.19828045138197	9.373599380582E-4
115488023	LOC115488023	mRNA	-1.93106562301803	2.33074405235E-4
115488624	Gm52236	mRNA	4.34826933796604	2.098269919872E-4
12311	Calcr	mRNA	-1.54445972021874	5.202724562928381E-9
12425	Cckar	mRNA	-1.85585714761393	2.789874962488E-4
12511	Cd6	mRNA	1.31406785382838	5.89477216582034E-5
12722	Clca3a1	mRNA	1.57725513611043	5.67997036822553E-12
12814	Col11a1	mRNA	-1.04398674443384	2.51740037945003E-26
13162	Slc6a3	mRNA	-2.70428606346718	9.57273792216105E-102
13195	Ddc	mRNA	-1.14388749138531	1.65512892265438E-67
13345	Twist2	mRNA	1.27342586933103	1.01605358657631E-5
13386	Dlk1	mRNA	-1.18448669230514	5.118638388715501E-122
13488	Drd1	mRNA	-1.34908100025026	5.29573953713847E-27
13489	Drd2	mRNA	-1.51555052341171	5.2588177463897095E-79
13490	Drd3	mRNA	-2.48146163283243	1.199042184801E-4
13599	Ecel1	mRNA	-1.02412529542177	5.37325886844972E-44
13654	Egr2	mRNA	1.08675760405415	1.6583062174340098E-11
13656	Egr4	mRNA	1.0214259564015	3.70294572408247E-59
14029	Evx2	mRNA	-1.0174753299357	1.809353976517E-4
140741	Gpr6	mRNA	-1.04850222555633	6.25970457945885E-6
140919	Slc17a6	mRNA	-1.02457339123199	3.28843279658549E-247
14404	Gabre	mRNA	-1.52423565652273	2.39036958618218E-7
14462	Gata3	mRNA	-1.90221278330567	9.17911383836167E-26
14472	Gbx2	mRNA	-1.36216270446009	3.07380371810687E-6
14559	Gdf1	mRNA	2.75592406125776	0.0
14599	Gh	mRNA	2.97969466627432	8.87449514235641E-26
14917	Gucy2c	mRNA	-1.70561451203332	2.014082362442E-4
15013	H2-Q2	mRNA	-1.07175757785663	5.367800213464E-4
15116	Has1	mRNA	-1.16082045014144	1.57031588527877E-17
15375	Foxa1	mRNA	-5.9064832206839	8.30606521410837E-8
15376	Foxa2	mRNA	-4.29642973899991	4.17484732404222E-5
15413	Hoxb5	mRNA	-1.36517459499219	1.29473891446808E-17
15424	Hoxc5	mRNA	-1.23753604994634	6.155114656228E-4
15434	Hoxd3	mRNA	-1.10096964545046	8.05200671217057E-6
15560	Htr2c	mRNA	-1.00529772699116	1.9304691907909999E-118
15562	Htr4	mRNA	-1.11078650381067	2.48526157533647E-10
15567	Slc6a4	mRNA	-3.28677239139678	4.48832014412526E-123
16370	Irs4	mRNA	-1.87857722411402	1.8523641563805602E-19
16392	Isl1	mRNA	-1.01102752013766	7.980281213958E-4
16521	Kcnj5	mRNA	-1.718353623864	6.22389617691963E-7
16875	Lhx8	mRNA	-6.40605423017441	1.5648748046053801E-10
16876	Lhx9	mRNA	-1.24176265647921	3.53244925999488E-36
16917	Lmx1b	mRNA	-1.12156568774605	3.37139716465403E-8
18211	Ntrk1	mRNA	-1.2482717379321	3.0826218034472497E-13
18378	Omp	mRNA	3.84789599623455	6.76804516959446E-274
18387	Oprk1	mRNA	-1.03000588193894	5.23461926220146E-13
18507	Pax5	mRNA	-2.53678870686581	4.40040801567859E-15
18509	Pax7	mRNA	-2.90195356220339	1.29861244509357E-26
